address,subdistrict_code,rent,deposit,Let type,Furnish Type,Coucil Tax,PROPERTY TYPE,BEDROOMS,BATHROOMS,SIZE,avg_distance_to_nearest_station,nearest_station_count,faiss_id
"Central Parade, Gunnersbury Lane, Acton",,191,0,Long term,Unfurnished,Ask agent,,,,Ask agent,0.4,3,2049
"Britton Street, EC1M",EC1M,195,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.3,3,2050
"Garages At St. Peter's Court, Hendon, NW4",NW4,195,0,Long term,Ask agent,Ask agent,Garages,,,Ask agent,0.5,3,2051
"The Exchange Building, Spitalfields",,195,0,Long term,Unfurnished,Ask agent,Parking,,,Ask agent,0.3,3,2052
"Kings Gardens Garages, West Hampstead NW6",,195,0,Long term,Unfurnished,Ask agent,Garages,,,Ask agent,0.4,3,2053
"Kingfisher Drive, Richmond",,195,0,Long term,Unfurnished,Ask agent,Studio,,,Ask agent,1.0,3,2054
"Blair Court, St. John's Wood NW8",,195,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Garages,,,Ask agent,0.3,3,2055
"Pan Peninsula, Canary Wharf, E14",E14,199,0,Long term,Furnished,Ask agent,Parking,,,Ask agent,0.2,3,2056
"Hermitage Road, Manor House",,199,275,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.4,3,2057
"Eastfields Avenue, Wandsworth, London, SW18",SW18,200,231,Long term,Unfurnished,Ask agent,Parking,,,50 sq ft,0.6,3,2058
"Copperlight Apartments, 16 Buckhold Road, Putney",,200,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Parking,,,Ask agent,0.7,3,2059
"The Mezz, The Other House",,6829,9456,Long term,Furnished,Ask agent,Apartment,1.0,1.0,Ask agent,0.3,3,2060
"Lismore Close, Isleworth",,200,200,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Garages,,,Ask agent,0.7,3,2061
"Queens Road, Wimbledon, London, SW19",SW19,200,230,Long term,Unfurnished,Ask agent,Parking,,,50 sq ft,0.5,3,2062
"Hammersmith Grove,London,W6",,200,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.3,3,2063
"Scott House Parking, Battersea, London, SW11",SW11,200,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.4,3,2064
"Valencia Tower, 1 Bollider Place, EC1V",EC1V,200,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.5,3,2065
"Hoxton Square, London, N1",,200,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.4,3,2066
"Royal Mint Street, London, E1",,216,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.2,3,2067
"Amwell Street, London, EC1R",EC1R,216,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.5,3,2068
"Amwell Street, London, EC1R",EC1R,217,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.5,3,2069
"Rosebery Court, London, EC1R",EC1R,217,0,Long term,Ask agent,Ask agent,,,,Ask agent,0.5,3,2070
"Elmcroft Garages, Nw6 1xn NW6",,217,0,Long term,Unfurnished,Ask agent,Garages,,,Ask agent,0.3,3,2071
"Herbal Hill, London, EC1R",EC1R,217,250,Long term,Ask agent,Ask agent,,,,Ask agent,0.3,3,2072
"Sussex Gardens, London, W2",,220,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.3,3,2073
"Elmcroft Garages, West Hampstead NW6",,238,0,Long term,Unfurnished,Ask agent,Garages,,,Ask agent,0.3,3,2074
"Elmcroft Garages, Nw6 1xn NW6",,247,0,Long term,Unfurnished,Ask agent,Garages,,,Ask agent,0.3,3,2075
"Elmcroft Garages, West Hampstead NW6",,247,0,Long term,Unfurnished,Ask agent,Garages,,,Ask agent,0.3,3,2076
"Crescent Lane, Clapham, London, SW4",SW4,250,289,Long term,Unfurnished,Ask agent,Parking,,,50 sq ft,0.6,3,2077
"Aberdeen Park, London",,250,288,Long term,Ask agent,Ask agent,Flat,,,Ask agent,0.4,3,2078
"Palmers Road, Bethnal Green, E2",,250,289,Long term,Unfurnished,Ask agent,Parking,,,50 sq ft,0.5,3,2079
"Carnwath Road, Fulham, London, SW6",SW6,250,289,Long term,Unfurnished,Ask agent,Parking,,,132 sq ft,0.6,3,2080
"Lyon Road, Harrow",,250,288,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.5,3,2081
"Vauxhall Grove, Vauxhall, London, SW8",SW8,260,300,Long term,Unfurnished,Ask agent,Parking,,,123 sq ft,0.3,3,2082
"Elmcroft Garages, West Hampstead NW6",,260,0,Long term,Unfurnished,Ask agent,Garages,,,Ask agent,0.3,3,2083
"Buckley Close, London, SE23",SE23,280,320,Long term,Ask agent,Ask agent,Garages,,,Ask agent,0.8,3,2084
Stanhope Gardens Knightsbridge SW7,,4736,5465,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.3,3,2085
"Elmcroft Garages, West Hampstead NW6",,282,0,Long term,Unfurnished,Ask agent,Garages,,,Ask agent,0.3,3,2086
"Railway Street,London,N1",,282,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.2,3,2087
"Cromwell Road, South Kensington, London, SW7",SW7,300,347,Long term,Unfurnished,Ask agent,Parking,,,50 sq ft,0.3,3,2088
"Downham Wharf, Islington, London, N1",,300,347,Long term,Unfurnished,Ask agent,Parking,,,100 sq ft,0.4,3,2089
"Fairhazel Gardens, London, NW6",NW6,300,346,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Garages,,,Ask agent,0.3,3,2090
"Secure Underground Parking Space, Ashburnham Mews, London, SW1P",SW1P,325,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.4,3,2091
"Cromwell Road, South Kensington, London, SW7",SW7,325,350,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.3,3,2092
"Elmcroft Garages, West Hampstead NW6",,347,0,Long term,Unfurnished,Ask agent,Garages,,,Ask agent,0.3,3,2093
"Royal Crescent Mews, Holland Park",,347,400,Long term,Unfurnished,Ask agent,Garages,,,Ask agent,0.4,3,2094
"Elmcroft Garages, West Hampstead NW6",,347,0,Long term,Unfurnished,Ask agent,Garages,,,Ask agent,0.2,3,2095
"Cromwell Road, South Kensington, London, SW7",SW7,350,350,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.3,3,2096
"Field End Road, Eastcote, HA5",HA5,395,455,Long term,Ask agent,Ask agent,Detached,,,Ask agent,0.6,3,2097
"The Mayfair Car Park, Park Lane, Level 4",,408,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.3,3,2098
"Garage Space, Knightsbridge SW7",,412,0,Long term,Unfurnished,Ask agent,Garages,,,Ask agent,0.5,3,2099
"Carnwath Road, Fulham, London, SW6",SW6,412,700,Short term,Ask agent,Ask agent,Parking,,,132 sq ft,0.6,3,2100
"Marylebone, London W1G",,417,0,Long term,Unfurnished,Ask agent,Garages,,,Ask agent,0.3,3,2101
"Ebury Street, SW1W",SW1W,433,0,Long term,Unfurnished,Ask agent,Parking,,,Ask agent,0.4,3,2102
"Ashburnham Mews, SW1P",SW1P,433,0,Long term,Unfurnished,Ask agent,Parking,,,Ask agent,0.4,3,2103
"164 Finchley Road, Finchley Road NW3",,433,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Garages,,,Ask agent,0.3,3,2104
"Space 72 Kingston House Garage South, Ennismore Gardens, SW7",SW7,442,0,Long term,Unfurnished,Ask agent,Parking,,,Ask agent,0.5,3,2105
"Grenoble Gardens, London, N13",N13,449,449,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.8,3,2106
"Cromwell Road, South Kensington, London, SW7",SW7,450,350,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.3,3,2107
"Secure Garage Space, Kingston House South, Knightsbridge",,458,0,Long term,Ask agent,Ask agent,Garages,,,Ask agent,0.5,3,2108
"Chelsea Harbour, SW10",SW10,468,540,Long term,Unfurnished,Ask agent,Parking,,1.0,Ask agent,1.1,3,2109
York House York House Place London W8,,477,550,Long term,Furnished,Ask agent,Parking,,1.0,Ask agent,0.4,3,2110
"York House, York House Place",,498,0,Long term,Unfurnished,Ask agent,Garages,,,Ask agent,0.4,3,2111
"Lock up Garage, Durrels House, London, W14",W14,498,0,Long term,Unfurnished,Ask agent,Garages,,,Ask agent,0.4,3,2112
"Hornsey Park Road, London, N8",,499,499,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.4,3,2113
"Mink Court, Hounslow, TW4",TW4,500,500,Long term,Furnished,Ask agent,Flat Share,1.0,2.0,Ask agent,1.0,3,2114
"Hillcross Avenue, Morden, SM4",SM4,500,0,Long term,Unfurnished,Ask agent,Mobile Home,1.0,1.0,Ask agent,0.3,3,2115
"Samuel St., London SE18 5LL",,550,550,Long term,Furnished,Ask agent,Flat Share,1.0,1.0,Ask agent,0.5,3,2116
"Kingsnympton Park, Kingston Upon Thames",,550,634,,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,1.1,3,2117
"Essex Tower,  Jasmine Grove , Penge , SE20 8JS",,567,0,Long term,Unfurnished,Ask agent,Flat,2.0,2.0,Ask agent,0.4,3,2118
"Pinner Road, Harrow, Middlesex, HA1",HA1,575,0,Long term,Furnished,Ask agent,Flat Share,1.0,,Ask agent,0.5,3,2119
"The Limes Avenue, London, N11",N11,575,575,Long term,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.4,3,2120
"Clareville Street, South Kensington, London, SW7",SW7,580,670,Long term,Unfurnished,Ask agent,Parking,,,146 sq ft,0.4,3,2121
"Dunholme, London, N9",,590,590,Long term,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.7,3,2122
"Bensham Manor Road, Thornton Heath",,595,686,Long term,Furnished,Ask agent,House Share,1.0,,Ask agent,0.5,3,2123
"Elizabeth Road, London, N15",N15,599,599,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.3,3,2124
"Owen Road, Hayes, UB4",UB4,600,600,Long term,Furnished,Ask agent,Flat Share,1.0,1.0,Ask agent,1.9,3,2125
"Great Titchfield Street, London, W1W 7QS, UK",,4290,0,Long term,Furnished,Ask agent,Apartment,1.0,1.0,440 sq ft,0.3,3,2126
"Townsend Road, Tottenham, London",,600,692,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.2,3,2127
"Kings Close, Hendon, NW4 2JT",,600,3750,,Furnished,Ask agent,Semi-Detached,5.0,1.0,Ask agent,0.9,3,2128
"Taeping Street, London",,600,692,,Ask agent,Ask agent,House,1.0,,Ask agent,0.3,3,2129
"Highview Road, London, W13",W13,600,3600,Long term,Ask agent,Ask agent,Garages,,1.0,Ask agent,0.4,3,2130
Single Room In Sudbury Town,,600,600,Long term,Furnished,Ask agent,Flat,1.0,1.0,Ask agent,0.4,3,2131
"Willow Tree Close, Hayes, UB4",UB4,600,0,Long term,Furnished,Ask agent,House Share,,1.0,Ask agent,1.8,3,2132
"Selman House, Victoria Park E9",,625,721,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,House Share,1.0,1.0,Ask agent,0.6,3,2133
"Norval Road, Wembley, HA0",HA0,625,625,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,House Share,1.0,1.0,Ask agent,0.4,2,2134
"Gosterwood Street, London, SE8",SE8,645,0,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.6,3,2135
"Willow Tree Close, Hayes, UB4",UB4,650,0,Long term,Furnished,Ask agent,House of Multiple Occupation,,1.0,Ask agent,1.9,3,2136
"Blenheim Gardens, London",,650,0,Long term,Ask agent,Ask agent,House Share,1.0,1.0,Ask agent,0.7,3,2137
"Greatdown Road, Ealing, W7",,650,0,Long term,Ask agent,Ask agent,House Share,1.0,,Ask agent,0.5,3,2138
"Eden Street, Kingston Upon Thames, Surrey, KT1",KT1,650,750,Long term,Furnished,Ask agent,House Share,,,Ask agent,0.6,3,2139
"London, London, N6",,650,650,Long term,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.8,3,2140
"High Road, Whetstone, N20",N20,650,0,,Furnished,Ask agent,Flat Share,1.0,,Ask agent,0.7,3,2141
"Willow Tree Close, Hayes, UB4",UB4,650,0,Long term,Furnished,Ask agent,House Share,,1.0,Ask agent,1.9,3,2142
"Harrow, Middlesex, HA1",HA1,650,0,Long term,Part furnished,Ask agent,House Share,1.0,,Ask agent,0.6,3,2143
"Brookehowse Road, London SE6",,650,750,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.5,3,2144
"Salisbury Road, Wood Green N22",,650,650,Long term,Furnished,Exempt,House Share,1.0,1.0,Ask agent,0.5,3,2145
"Montpelier Gardens, London",,650,750,Long term,Ask agent,Ask agent,,1.0,1.0,"1,443 sq ft",0.9,3,2146
"Lyndhurst Avenue, Twickenham, TW2",TW2,650,650,Long term,Furnished,Ask agent,House Share,1.0,3.0,Ask agent,1.1,3,2147
"Gosterwood Street, London, SE8",SE8,650,0,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.6,3,2148
"UNCLE Elephant & Castle, 9 Churchyard Row, SE11",SE11,2780,3207,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Apartment,2.0,1.0,Ask agent,0.2,3,2149
"The Broadway, London, N8",,669,0,Long term,Furnished,Ask agent,Flat Share,1.0,2.0,Ask agent,0.7,3,2150
Surbiton,,675,778,Long term,Furnished,Ask agent,House Share,1.0,,Ask agent,0.8,3,2151
"Pinner Road, Harrow, Middlesex, HA1",HA1,675,0,Long term,Furnished,Ask agent,Flat Share,1.0,,Ask agent,0.5,3,2152
"Robin Hood Way, London, SW15",SW15,675,779,Long term,Furnished,Ask agent,House Share,1.0,3.0,Ask agent,1.9,3,2153
"Carrol Close, London",,675,778,,Ask agent,Ask agent,House,1.0,,Ask agent,0.3,3,2154
"Jersey Road, Hounslow, TW5",TW5,675,0,Long term,Furnished,Ask agent,House Share,1.0,,Ask agent,0.6,3,2155
"Willow Tree Close, Hayes, UB4",UB4,675,0,Long term,Furnished,Ask agent,House of Multiple Occupation,,1.0,Ask agent,1.9,3,2156
"Station Road, London, NW4",NW4,685,790,Long term,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.5,3,2157
"Babington Road, London",,693,0,,Furnished,Ask agent,Terraced,5.0,5.0,Ask agent,0.8,3,2158
"Vicarage Farm Road, Hounslow, TW3",TW3,695,500,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.7,3,2159
"London, Greenford, UB6",UB6,695,695,Long term,Furnished,Ask agent,House Share,1.0,4.0,Ask agent,0.5,3,2160
"Preston Road, Harrow, HA3",HA3,699,699,Long term,Furnished,Ask agent,House Share,1.0,3.0,Ask agent,0.4,2,2161
"Broad Walk, Hounslow, TW5",TW5,699,750,Long term,Furnished,Ask agent,Studio,,1.0,Ask agent,0.9,3,2162
"Candler Street, London",,700,0,Long term,Furnished,Ask agent,House Share,4.0,,Ask agent,0.5,3,2163
"Tollington Way, London, N7",,700,700,Long term,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.6,3,2164
"ALL BILLS INCLUDED, Gardner Close, London, E11",E11,700,0,Long term,Furnished,Ask agent,House of Multiple Occupation,1.0,,Ask agent,0.4,3,2165
"Queens Gardens, Hounslow",,700,807,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,House Share,1.0,1.0,Ask agent,0.8,3,2166
"Northfield Road, London, N16",N16,700,0,Long term,Part furnished,Ask agent,Studio,,,Ask agent,0.4,3,2167
"Lonsdale Road, London, SE25",SE25,700,807,Long term,Furnished,Ask agent,House Share,,1.0,Ask agent,0.4,3,2168
"Dunmow Road, Stratford, E15",E15,700,700,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,House Share,1.0,3.0,Ask agent,0.5,3,2169
"Byron Road, London, HA0",HA0,700,700,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,House Share,1.0,2.0,Ask agent,0.3,2,2170
"Hundred Acre, London, NW9",NW9,700,0,Short term,Unfurnished,Ask agent,Flat,1.0,1.0,Ask agent,0.7,3,2171
"Island Gardens, London, E14",E14,700,808,Long term,Furnished,Ask agent,Flat Share,1.0,1.0,Ask agent,0.3,3,2172
"Rangefield Road, BROMLEY, Kent, BR1",BR1,700,0,Long term,Furnished,Ask agent,Terraced,,,Ask agent,0.8,3,2173
"Sefton Street, Putney, London, SW15",SW15,2250,2597,Long term,Unfurnished,Ask agent,Flat,2.0,2.0,653 sq ft,0.7,3,2174
"Church Road, Richmond.",,700,807,Long term,Unfurnished,Ask agent,Flat,,1.0,Ask agent,0.7,3,2175
"The Avenue, London, E4",,700,750,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,1.1,3,2176
"Lincoln Road, South Norwood, SE25",SE25,700,807,Long term,Ask agent,Ask agent,House Share,,1.0,Ask agent,0.4,3,2177
"Nova Road, Croydon, CR0",CR0,700,700,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.4,3,2178
"Cygnet Avenue, Feltham",,700,923,Long term,Part furnished,Ask agent,House Share,1.0,1.0,Ask agent,1.2,3,2179
"Lonsdale Road, South Norwood, SE25",SE25,700,807,Long term,Furnished,Ask agent,House Share,,2.0,Ask agent,0.4,3,2180
"Risley Avenue, London, N17",N17,700,700,Long term,Furnished,Ask agent,Flat Share,1.0,1.0,Ask agent,0.9,3,2181
"Alexandra Road, Mitcham, Mitcham, Surrey",,700,700,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.6,3,2182
"Great West Road, Osterley, Middx",,700,807,Long term,Furnished,Ask agent,House Share,1.0,,Ask agent,0.6,3,2183
"Byron Road, Harrow",,700,0,Long term,Furnished,Included,House Share,1.0,1.0,Ask agent,0.7,3,2184
"Radnor Walk, London, SW3",SW3,708,0,Long term,Ask agent,Ask agent,Parking,,,Ask agent,0.7,3,2185
"Cavendish Road, London, N4",,710,819,Long term,Furnished,Ask agent,Flat Share,1.0,2.0,Ask agent,0.3,3,2186
"Pigott Street, London, Greater London, E14",E14,710,0,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.4,3,2187
"Meyrick Road, Dollis Hill, NW10",NW10,715,825,Long term,Furnished,Ask agent,House Share,,,103 sq ft,0.5,3,2188
"Jephson Road, London, E7",,720,720,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.6,3,2189
"Limes Road, Croydon, CR0",CR0,720,720,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.7,3,2190
"Derby Road, EN3",EN3,720,719,Long term,Part furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.6,3,2191
"The Avenue, London, E4",,725,725,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,House of Multiple Occupation,1.0,,Ask agent,1.1,3,2192
"Jersey Road, Hounslow, TW5",TW5,725,725,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.6,3,2193
"Edenvale Road, Mitcham, CR4",CR4,725,836,Long term,Furnished,Ask agent,House Share,1.0,3.0,Ask agent,0.6,3,2194
"Willesden Lane, London",,725,0,Long term,Furnished,Ask agent,House Share,,,Ask agent,0.5,3,2195
"Waldeck Grove, London, SE27",SE27,730,337,Long term,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.5,3,2196
"Britannia Walk, London, N1 7GN, UK",,3790,0,Long term,Furnished,Ask agent,Apartment,2.0,2.0,732 sq ft,0.5,3,2197
"Grange Road, Kingston Upon Thames",,730,0,Long term,Ask agent,Ask agent,Flat,,1.0,Ask agent,0.6,3,2198
"Pinner Road, Harrow, Middlesex, HA1",HA1,735,0,Long term,Furnished,Ask agent,Flat Share,1.0,,Ask agent,0.5,3,2199
Stepney Causeway,,737,850,Long term,Furnished,Ask agent,Flat Share,1.0,,Ask agent,0.5,3,2200
"Southcott House, Devons Road, Bow, London, E3 3HS",,737,0,Long term,Furnished,Ask agent,Flat Share,1.0,,Ask agent,0.2,3,2201
"Roundwood Road, Harlesden, NW10",NW10,737,775,Long term,Furnished,Ask agent,House Share,,,92 sq ft,0.7,3,2202
"Thornbury Road, Isleworth, TW7",TW7,737,850,Long term,Furnished,Ask agent,House Share,,,91 sq ft,0.5,3,2203
"Stafford Court,Copley Close, West Ealing, W7",,737,775,Long term,Furnished,Ask agent,House Share,,,71 sq ft,0.4,3,2204
"Bywater Place, London, SE16",SE16,745,0,Long term,Ask agent,Ask agent,,,,Ask agent,0.6,3,2205
"Russia Dock Road, London, SE16",SE16,745,0,Long term,Furnished,Ask agent,House Share,,,Ask agent,0.6,3,2206
"13 Russia Dock Road, London, SE16",SE16,745,0,Long term,Furnished,Ask agent,,,,Ask agent,0.6,3,2207
"Perivale, UB6",UB6,745,859,Long term,Ask agent,Ask agent,House Share,1.0,1.0,Ask agent,0.7,3,2208
"Elizabeth Road, London, N15",N15,749,749,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.3,3,2209
"Lordship Lane, London, N22",N22,749,749,Long term,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.4,3,2210
"Chandos Crescent, Edgware, HA8",HA8,750,750,Long term,Furnished,Ask agent,Flat Share,1.0,2.0,Ask agent,0.6,3,2211
"Norbroke Street, London, W12",W12,750,750,Long term,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.6,3,2212
"Tallack Road, Leyton",,750,865,Long term,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.7,3,2213
"Clarendon Gardens, Wembley, Middlesex, HA9 7QW",,750,865,Long term,Ask agent,Ask agent,House Share,1.0,1.0,Ask agent,0.5,3,2214
"Commonside East, Mitcham, Surrey, CR4",CR4,750,0,Long term,Ask agent,Ask agent,Studio,,,Ask agent,0.6,3,2215
"Doncaster Drive, Northolt, UB5",UB5,750,750,Long term,Furnished,Ask agent,House Share,1.0,5.0,Ask agent,0.7,3,2216
Double room to rent in shared house with bills included,,750,866,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.8,3,2217
"Cottage Street, London",,750,865,Long term,Furnished,Ask agent,House Share,4.0,1.0,Ask agent,0.2,3,2218
"Carbery Avenue, London, W3",,750,865,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.5,3,2219
"Townfield Road, Hayes, Middlesex, UB3",UB3,750,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,House Share,1.0,3.0,Ask agent,1.6,3,2220
"The Mall, London, W5",,1221,0,Long term,Furnished,Ask agent,Studio,,1.0,194 sq ft,0.4,3,2221
"Moffat Road, Thornton Heath, CR7",CR7,750,750,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,House Share,1.0,1.0,Ask agent,0.9,3,2222
"Ribblesdale Avenue, Northolt, UB5",UB5,750,750,,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.5,3,2223
"Carshalton, SM5",SM5,750,865,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,Studio,,,Ask agent,1.0,3,2224
"New Cross Road, London, SE14",SE14,750,0,Long term,Furnished,Ask agent,,,,Ask agent,0.3,3,2225
"Hurstbourne Road, Forest Hill, SE23",SE23,750,865,Long term,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.7,3,2226
"Highcliffe Drive, London, SW15",SW15,750,750,Long term,Furnished,Ask agent,Flat Share,1.0,1.0,Ask agent,1.2,3,2227
"Ulverston Road, Walthamstow,E17",E17,750,865,Long term,Unfurnished,Ask agent,House Share,,1.0,336 sq ft,0.9,3,2228
"Room 5, Shrewsbury Road, Forest Gate E7",,750,865,Long term,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.5,3,2229
"13 Russia Dock Road, London, SE16",SE16,750,0,Long term,Furnished,Ask agent,,1.0,,Ask agent,0.6,3,2230
"Clyde Road, Croydon, CR0",CR0,750,865,Long term,Furnished,Ask agent,,1.0,1.0,Ask agent,0.3,3,2231
"Woodcock Hill, Harrow, HA3",HA3,750,750,Long term,Furnished,Ask agent,House Share,1.0,2.0,Ask agent,0.5,3,2232
"Herbert Gardens, London",,750,865,Long term,Unfurnished,Ask agent,House Share,1.0,2.0,Ask agent,0.5,3,2233
"Hill Rise, Richmond, London, TW10 6UB",,750,925,Long term,Furnished,Ask agent,House of Multiple Occupation,1.0,,Ask agent,0.7,3,2234
"Pinchin Street, London",,750,865,Long term,Furnished,Ask agent,House Share,3.0,1.0,Ask agent,0.4,3,2235
"Pasteur Gardens, London, N18",N18,750,750,Long term,Furnished,Ask agent,House Share,1.0,1.0,Ask agent,0.9,3,2236
"Sydenham Road, Sydenham, SE26",SE26,750,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,House Share,,1.0,Ask agent,0.5,3,2237
"Birkbeck Road, London, N17",N17,750,0,Long term,"Furnished or unfurnished, landlord is flexible",Ask agent,House Share,,,Ask agent,0.5,3,2238
